ܐܦܪܝܩܐ	Afrika
ܣܕܪܐ:ܝܘܪܕܢܢ	Kategorie:Jordanien
ܣܕܪܐ:ܦܐܪܐ	Kategorie:Obst
ܣܕܪܐ:ܝܘܠܦܢ ܟܘܪܗܢܐ	Kategorie:Pathologie
ܣܕܪܐ:ܓܒܐ	Kategorie:Politische Partei
ܣܕܪܐ:ܕܝܬܝܩܝ ܚܕܬܐ	Kategorie:Neues Testament
ܣܕܪܐ:ܕܝܬܝܩܝ ܥܬܝܩܬܐ	Kategorie:Altes Testament
ܣܕܪܐ:ܐܘܩܝܢܘ	Kategorie:Ozean
ܣܕܪܐ:ܓܪܡܐ	Kategorie:Knochen
ܣܕܪܐ:ܗܘܦܪܟܝܣ ܘܐܘܚܕܢܐ ܕܩܢܕܐ	Kategorie:Kanada nach Provinz oder Territorium
ܣܕܪܐ:ܚܝܘܬܐ	Kategorie:Vielzellige Tiere
ܣܕܪܐ:ܛܘܪܐ	Kategorie:Gebirge
ܣܕܪܐ:ܣܘܥܪܢܐ	Kategorie:Veranstaltung
ܣܕܪܐ:ܟܘܪܗܢܐ	Kategorie:Krankheit
ܣܕܪܐ:User pl	Kategorie:User pl
ܣܕܪܐ:ܩܣܪ	Kategorie:Kaiser
ܣܕܪܐ:ܡܕܒܪܐ	Kategorie:Wüste
ܣܕܪܐ:ܝܡܡܬܐ	Kategorie:See
ܩܠܒܐ:ܨܢܕܘܩ ܡܚܡܝܬܐ ܡܨܥܝܐ	Vorlage:Infobox Speichermedium
ܩܠܒܐ:ܨܢܕܘܩ ܪܡܙܐ ܕܠܫܢܐ	Vorlage:Infobox Sprache
ܣܕܪܐ:ܩܛܠܥܡܐ	Kategorie:Massaker
ܣܕܪܐ:ܡܠܟܘܬܐ ܕܗܘܠܢܕܐ	Kategorie:Königreich der Niederlande
ܨܝܢ	China (Begriffsklärung)
ܛܪܘܝܐܢܝ	Trojany (Woiwodschaft Masowien)
ܫܪܓܐ	Lamp
ܫܩܐ	Unterschenkel
ܣܕܪܐ:ܦܛܪܝܪܟܘ ܕܥܕܬܐ ܟܠܕܝܬܐ ܩܬܘܠܝܩܝܬܐ	Kategorie:Chaldäisch-katholischer Patriarch
ܣܕܪܐ:ܦܛܪܝܪܟܘ	Kategorie:Patriarch
ط	Ṭa (Arabischer Buchstabe)
ܣܕܪܐ:ܒܝܬ ܟܬܒܐ	Kategorie:Bibliothek
ܣܕܪܐ:ܫܢܬܐ ܥܕܬܢܝܬܐ	Kategorie:Kirchenjahr
ܣܕܪܐ:ܐܪܙܐ	Kategorie:Sakrament
ܣܕܪܐ:ܒܝܬ ܢܗܪܝܢ	Kategorie:Mesopotamien
ܣܕܪܐ:ܕܝܪ̈ܬܐ ܣܘܪ̈ܝܝܬܐ	Kategorie:Syrisch-orthodoxes Kloster
ܣܕܪܐ:ܦܣܩܐ ܕܝܘܡܐ	Kategorie:Tageszeit
ܩܠܒܐ:ܣܘܪܓܕܐ ܚܘܫܒܢܐ	Vorlage:Linkbox Andere Kalender
ܣܕܪܐ:ܩܕܝܫܐ	Kategorie:Heiliger
ܩܪܕܐ (ܪܚܫܐ)	Zecken
ܩܠܒܐ:User nl-4	Vorlage:User nl-4
ܩܠܒܐ:User nl-3	Vorlage:User nl-3
ܬܪܥܐ:ܐܘܩܝܢܘܣܝܐ	Portal:Ozeanien
ܐܪܡܝܐ	Aramäer
ܟܘܕܐ	Wochenfluss
ܕܝܠܢܝܐ:ܫܘܚܠܦ̈ܐ ܚܕ̈ܬܐ	Spezial:Letzte Änderungen
