अफ्रीका	Afrika
पुतली (खेलौना)	Puppe
राजगिद्ध	Mönchsgeier
ल्होत्से हिमाल	Lhotse
तीव्रग्राहिता	Anaphylaxie
कालीकण्ठे सिस्कीन	Erlenzeisig
रणमत्त महाचील	Östlicher Kaiseradler
टेन डाउनिङ स्ट्रिट	10 Downing Street
लोकपाल	Ombudsmann
बी बोइङ	Breakdance
जेसन स्टेथम	Jason Statham
मकालु हिमाल	Makalu
दार्जीलिङ्ग	Darjeeling (Stadt)
अंकगणितीय अनुक्रम	Arithmetische Folge
मनास्लु हिमाल	Manaslu
संयुक्त राष्ट्र आर्थिक एवं सामाजिक परिषद	Wirtschafts- und Sozialrat der Vereinten Nationen
पागलपन	Psychose
चोयु हिमाल	Cho Oyu
श्रीनगर	Srinagar
रामसार संन्धि	Ramsar-Konvention
जलविद्युत	Wasserkraft
श्रेणी	Reihe (Mathematik)
सर्पहारी चील	Schlangenadler
द्वितीय चीन-जापान युद्ध	Zweiter Japanisch-Chinesischer Krieg
सिमसार	Feuchtgebiet
डस	Disk Operating System
अगरतला	Agartala
नीम	Niembaum
पार्वती	Parvati
शरीर	Körper (Biologie)
जलन	Verbrennung (Medizin)
बार्दली	Balkon
इभा मेन्डीज	Eva Mendes
२०१८ फिफा विश्वकप	Fußball-Weltmeisterschaft 2018
चखेवा	Rostgans
गणितज्ञ	Mathematiker
साधारण व्याज	Zins
बाथ	Arthritis
डर्‍म्याटोलोजी	Dermatologie
ब्लगर (सेवा)	Blogger.com
बायो-सेवर्टको नियम	Biot-Savart-Gesetz
डस्ना	Matratze
सूर्यमुखी फूल	Sonnenblume
सतलज नदी	Satluj
भुवनेश्वर	Bhubaneswar
लौकाट	Perlhühner
चिली राष्ट्रिय फुटबल टिम	Chilenische Fußballnationalmannschaft
बज्रयान	Vajrayana
असरफ गानी	Aschraf Ghani
थार मरुभूमि	Thar
सारी	Sari (Kleidung)
कुचो	Besen
कटिहार जिल्ला	Katihar
रतेल	Honigdachs
विद्युत प्रबाह बोर्ड	Leiterplatte
गाउसको नियम	Gaußsches Gesetz
विश्व सुन्दरी	Miss World
कार्बन १४ डेटिङ	Radiokarbonmethode
खाद्य संरक्षण	Lebensmittelkonservierung
गजनी	Ghazni
अर्धव्यास	Radius
जेन तिरोल	Jean Tirole
प्रेमचन्द	Premchand
गौरीगाई	Gaur
मेडलिन अलब्राइट	Madeleine Albright
राँची	Ranchi
क्यालिफोर्निया विश्वविद्यालय, लसएन्जल्स	University of California, Los Angeles
स्तनपान	Stillen
परिवर्तनीय लागत	Variable Kosten
एकदिवसीय अन्तर्राष्ट्रिय	One-Day International
Portal:इतिहास	Portal:Geschichte
म्याट डामोन	Matt Damon
भिटामिन डी	Vitamin D (Begriffsklärung)
ई.पू. ५१०	510 v. Chr.
बोधगया	Bodhgaya
नेपाल वित्तीय प्रतिवेदन मानहरु	International Financial Reporting Standards
२०१० फिफा विश्वकप	Fußball-Weltmeisterschaft 2010
सरस्वती नदी	Sarasvati (Fluss)
तोफु	Tofu
मृगौलाशास्त्र	Nephrologie
काल	Tempus
खैरो गिद्ध	Gänsegeier
कोशिका सिद्धान्त	Zelltheorie
बोधिसत्व	Bodhisattva
भेन डिजेल	Vin Diesel
जंगली बाख्रा	Wildziege
शाकनाशी	Herbizid
राष्ट्रमण्ड खेल	Commonwealth Games
ई.पू. ४५४	454 v. Chr.
कालोढाडे लाहाँचे	Orangespecht
कब्जियत	Obstipation
अहिंसा	Ahimsa
अन्तर्वार्ता	Interview
चीन-जापान युद्ध	Erster Japanisch-Chinesischer Krieg
मनु	Manu (Hinduismus)
घडी	Armbanduhr
प्रवालपाद	Stelzenläufer
रुपैयाँ	Rupie
खजुराहो	Khajuraho
द अल्केमिष्ट	Der Alchimist
अष्ट्रीया सामाजिक-जनवादी पार्टी	Sozialdemokratische Partei Österreichs
राँडो	Witwer
बोजन क्रिज	Bojan Krkić
आयकर	Einkommensteuer
गणन	Computing
गोमायु महाचील	Steppenadler
आलेक्सान्द्रा कोलोन्ताइ	Alexandra Michailowna Kollontai
बर्मेसल्ला	Europäische Eibe
आर्य	Arier
पाइ दिवस	Pi-Tag
बिरला प्रौद्योगिकी संस्थान	Birla Institute of Technology
उपग्रही घेरा	Planetenring
तिब्बती पठार	Hochland von Tibet
बालुवा समयक	Sanduhr
सोरियासिस	Schuppenflechte
एयर फोर्स वन	Air Force One
फर्गी (गायिका)	Fergie
ओशेनिया फुटबल संघ	Oceania Football Confederation
विनिर्माणवाद	Dekonstruktion
फ्र्याङ्क गेरी	Frank Gehry
ई.पू. ४३३	433 v. Chr.
ली ना	Li Na (Tennisspielerin)
१४००	14. Jahrhundert v. Chr.
ओस्कार-८४औँ	Oscarverleihung 2012
आदि शंकराचार्य	Shankara
मणितुण्डक	Gänsesäger
ब्रोड शिखर	Broad Peak
स्टिभ बाल्मर	Steve Ballmer
महाथीर मोहम्मद	Mahathir bin Mohamad
चाव युन	Chow Yun-Fat
सिया फुरलेर	Sia Furler
लेखापरीक्षण	Audit
तन्त्र	Tantra
कपुर	Campher
किङ लियर	König Lear
मानव तस्करी	Menschenhandel
रोर्वट पिल	Robert Peel
रानी लक्ष्मीबाई	Lakshmibai
जनै खटिरा	Herpes Zoster
स्पाइडरम्यान ३	Spider-Man 3
मेघदूतम्	Meghaduta
भिटामिन के	Vitamin K
प्लास्टिक शल्यक्रिया	Plastische Chirurgie
मेहन्दीको बोट	Hennastrauch
बिङ	Bing (Suchmaschine)
एन्जल्स एण्ड डेमन्स	Illuminati (Buch)
फिफा बर्षको सर्वोत्कृष्ट खेलाडी	Weltfußballer des Jahres
पाकिस्तान राष्ट्रिय क्रिकेट टिम	Pakistanische Cricket-Nationalmannschaft
अलङ्कार (साहित्य)	Rhetorisches Stilmittel
मत्स्यकन्या	Meerjungfrau
निर्यात	Export
गेओर्गी प्लेखानोभ	Georgi Walentinowitsch Plechanow
काँधचन्द्र चील	Zwergadler
निर्वाचन प्रणाली	Wahlsystem
रामकृष्ण परमहंस	Ramakrishna
अम्लपित्त	Gastritis
सेप्सिस	Sepsis
भिटामिन बी	Vitamin B
स्याम्युल कोल्ट	Samuel Colt
जलालाबाद, अफगानिस्तान	Dschalalabad
कृष्णसार	Hirschziegenantilope
पिनास	Sinusitis
ओस्कार-८३औँ	Oscarverleihung 2011
मोक्ष	Moksha
डार्विनवाद	Darwinismus
प्राभ्दा	Prawda
मेमोरी कार्ड	Speicherkarte
विश्व पानी दिवस	Weltwassertag
सबैभन्दा चम्किला ताराहरुको सूची	Liste der hellsten Sterne
खैरो धानमुसा	Wanderratte
जीनत अमान	Zeenat Aman
ग्यारेथ बेल	Gareth Bale
स्कटल्यान्ड यार्ड	New Scotland Yard
लुइँचे	Bankivahuhn
बगरबट्टाई	Triel (Art)
हाइड्रोमिटर	Aräometer
करीना कपूर खान	Kareena Kapoor
सन् १९०५-१९०७ को प्रथम रुसी पुँजीजीवी प्रजातन्त्रवादी क्रान्ति	Russische Revolution 1905
ब्राह्मी लिपि	Brahmi-Schrift
जेसस नाभास	Jesús Navas
कुलवारी	Wasserralle
मिनि कम्प्युटर	Minirechner
भ्यानिटी	Vaniity
पानी घट्ट	Wassermühle
शुक्र सङ्क्रमण	Venustransit
मिस्रको इतिहास	Geschichte Ägyptens
विद्युतवाहक बल	Elektromotorische Kraft
मताधिकार	Wahlrecht
रामदास गान्धी	Ramdas Gandhi
माण्डले	Mandalay
अश्लिल चलचित्र	Pornofilm
आठ-हजारी	Achttausender
कला (तरंग)	Phase (Schwingung)
उत्सर्जन	Exkretion
प्राङ्गारिक मल	Mist
चिप्चिपे फिस्टो	Zilpzalp
अर्जुन	Arjuna (Mythologie)
फिजियोथेरापी	Physiotherapie
एच टी सी कर्पोरेशन	HTC Corporation
अयोध्या	Ayodhya
गान्तोक	Gangtok
धर्मशाला	Dharamsala
गिदोन सन्डव्याक	Gideon Sundbäck
नायन	Argali
किम कार्दसियन	Kim Kardashian
कन्य च्याउ	Austern-Seitling
लौठसल्ला	Himalaja-Eibe
मनिषा कोइराला	Manisha Koirala
लिटो	Brei
अष्ट्रीया जनता पार्टी	Österreichische Volkspartei
अभिषेक बच्चन	Abhishek Bachchan
ग्यासरब्रम १	Hidden Peak
पिटबुल (गायक)	Pitbull (Rapper)
कुर्मा	Purpurhuhn
एबेल पुरस्कार	Abelpreis
एलिसे प्यालेस	Élysée-Palast
जिवा	Sehne (Geometrie)
स्नायु शल्यक्रिया	Neurochirurgie
एलिसा कुथबर्ट	Elisha Cuthbert
चन्द्रगुप्त मौर्य	Chandragupta Maurya
पुराण	Puranas
हनुमान	Hanuman
सञ्चालक समिति	Board of Directors
स्तनको मुन्टा	Brustwarze
पाटे हुँडार	Streifenhyäne
प्रीति जिन्टा	Preity Zinta
भ्वाङ	Doline
कालोटाउके चित्रकचरी	Bergfink
महाविद्यालय	College
गडी	Thron
गुराँस	Rhododendren
जोखिम व्यवस्थापन	Risikomanagement
फिस्टुला	Fistel
ओटोल्यारिंजियोलोजी	Hals-Nasen-Ohren-Heilkunde
कुमथोप्ले मणितुण्डक	Mittelsäger
हुमायुँको चिहान	Humayun-Mausoleum
स्टार अलायन्स	Star Alliance
पाणिनि	Panini (Grammatiker)
परम उच्चावृत्ति (SHF)	Zentimeterwelle
रोक्साना	Roxane (Alexander der Große)
स्पाइडरम्यान २	Spider-Man 2
मण्टेसरी पद्धति	Montessoripädagogik
विद्युत विच्छेदन	Ionisation
फिट्कीरी	Alaune
हिन्दू पञ्चाङ्ग	Hinduistischer Lunisolarkalender
मलाहा बिरालो	Fischkatze
लालगेडी	Paternostererbse
क्याडल इभान्स	Cadel Evans
सीता	Sita (Mythologie)
खोयाहाँस	Streifengans
द सतानिक वरेसस्	Die satanischen Verse
गोदावरी नदी	Godavari
मेन्सेविकहरू	Menschewiki
कर्याङ–कुरुङ सारस	Jungfernkranich
मालक हाँस	Moorente
विपरीत फलन	Umkehrfunktion
भारतीय खाना	Indische Küche
हात्तीपाइले रोग	Elephantiasis
फेबियन समाज	Fabian Society
विश्वकप क्रिकेट	Cricket World Cup
सुनौलो बिरालो	Asiatische Goldkatze
यौन शिक्षा	Sexuelle Aufklärung
क्रिडेन्स क्ल्यरवाटर रिभाइभल	Creedence Clearwater Revival
बालश्रम	Kinderarbeit
जेटल्याग	Jetlag
छन्द	Verslehre
डायल अप	Wählleitung
नाग	Brillenschlange
ग्लासगो विश्वविद्यालय	University of Glasgow
एलेक्सिस ब्लेडल	Alexis Bledel
वित्तीय विवरण	Jahresabschluss
कोर्फबल	Korfball
प्रवेगमापक यन्त्र	Beschleunigungssensor
खालिद हुसेनी	Khaled Hosseini
छ्यापी	Schalotte
कृष्णा नदी	Krishna (Fluss)
ब्रिनडेन फ्रासर	Brendan Fraser
बोसो	Fettgewebe
मध्यपंक्ति (फुटबल)	Mittelfeldspieler
लुडाकृस	Ludacris
नियो	Ne-Yo
नितम्ब	Hüftgelenk
बन्जी जम्पिङ	Bungeespringen
ठूलो झिली	Tüpfelsumpfhuhn
च्याखुरा	Chukarhuhn
जल घड़ी	Wasseruhr
सत्याग्रह	Satyagraha
जलवियोजन	Dehydratation (Medizin)
सिरिमावो बन्दरानाइके	Sirimavo Bandaranaike
नेपाल अंग्रेज युद्ध	Gurkha-Krieg
ठूलोकत्ले काठफोर	Schuppengrünspecht
अलीगढ मुस्लिम विश्वविद्यालय	Aligarh Muslim University
राजेन्द्र प्रसाद	Rajendra Prasad
जियाउर रहमान	Ziaur Rahman
अन्तरवस्त्र	Unterwäsche
देहरादून जिल्ला	Dehradun
गुवाहाटी	Guwahati
विश्व वातावरण दिवस	Weltumwelttag
पुस्तकालय विज्ञान	Bibliothekswissenschaft
सिन्डी क्रफोर्ड	Cindy Crawford
सीओपीडी	Chronisch obstruktive Lungenerkrankung
जङ्गल बुक (१९६७ को फिल्म)	Das Dschungelbuch (1967)
अरारत प्रान्त	Ararat (Provinz)
गेघार्कुनिक प्रान्त	Gegharkunik
जेनिफर मोरिसन	Jennifer Morrison
विजयवाड़ा	Vijayawada
जोधपुर	Jodhpur
टेस्ट ट्यूब बेबी	In-vitro-Fertilisation
लुधियाना	Ludhiana
वायोत्स द्ज़ोर प्रान्त	Wajoz Dsor
आजाद कश्मीर	Asad Kaschmir
गुच्चा (खेलौना)	Murmelspiel
नासिक	Nashik
मेरठ	Meerut
जिग्मे सिङगे वाङचुक	Jigme Singye Wangchuck
मथुरा	Mathura
मण्डारिन हाँस	Mandarinente
लोरी प्रान्त	Lori (Provinz)
ओलिभिया वाइल्ड	Olivia Wilde
निलगाई	Nilgauantilope
शेर्पा जाति	Sherpa
देवदूत मणितुण्डक	Zwergsäger
लदाख	Ladakh
गिल्गित-बाल्तिस्तान	Gilgit-Baltistan
बीकानेर	Bikaner
सूटकेस	Koffer
रबर्ट मुग	Robert Moog
शिराक प्रान्त	Schirak
कालोगर्दने काठफोर	Grauspecht
तावूश प्रान्त	Tawusch
अर्मावीर प्रान्त	Armawir (Provinz)
फुस्रो टिकटिके	Gebirgsstelze
ज्ञानेन्द्र शाह	Gyanendra
ओस्कार पिस्टोरियस	Oscar Pistorius
भिंडे खुर्सानी	Paprika
उर्वरता (माटो)	Bodenfruchtbarkeit
आसनसोल	Asansol
डिसेप्सन पोइन्ट	Meteor (Dan Brown)
केट विन्स्लेट	Kate Winslet
हृदयघात	Kreislaufstillstand
श्रीलंका राष्ट्रिय क्रिकेट टिम	Sri-lankische Cricket-Nationalmannschaft
अफ्रिकन ट्रिपानोसोमियासिस	Afrikanische Trypanosomiasis
क्यान्डी	Kandy
प्लासीको पहिलो युद्ध	Schlacht bei Plassey
प्रजननदर	Geburtenziffer
परेवा	Haustaube
सूर्य (देवता)	Surya
अन्तर्राष्ट्रिय खगोल वर्ष	Internationales Jahr der Astronomie 2009
राष्ट्रिय मुक्ति मोर्चा	Nationale Befreiungsfront (Algerien)
ई.पू. ५९७	597 v. Chr.
सिन्दुरे च्याउ	Nördlicher Zinnoberschwamm
सोग्याल रिम्पोची	Sogyal Rinpoche
बल्छी	Angelhaken
आविष्कारक	Erfinder
समाजसेवी	Soziale Arbeit
शिला बगेडी	Zippammer
सवारी चालक अनुमति पत्र	Führerschein
पूर्वीय सभ्यता	Orient
ब्राडली कुपर	Bradley Cooper
मिती	Kalenderdatum
श्वेतकण्ठ फिस्टो	Klappergrasmücke
क्यान्योनिङ	Canyoning
चन्द्रप्रकाश मैनाली	Chandra Prakash Mainali
बेसारे टिकटिके	Zitronenstelze
लालकण्ठे फालारोप	Odinshühnchen
स्केलिग माइकल	Skellig Michael
राफ्टिङ	Rafting
जुंगे भारद्वाज	Ohrenlerche
कटक	Cuttack
अविच्छिन्न विद्युत आपुर्ती	Unterbrechungsfreie Stromversorgung
शिलोंग	Shillong
चौर	Rasen
पुरी	Puri (Stadt)
अमीर खुसरो	Amir Chosrau
टाइम वर्ष व्यक्ति	Person of the Year
अलेक्जेन्डर चतुर्थ (मेसेडनका राजा)	Alexander IV. Aigos
कामोद्दिपक क्षेत्र	Erogene Zone
विन्सोर म्याक्के	Winsor McCay
गोर्खाली	Gurkha
डिजिटल फोर्ट्रेस	Diabolus
कतार एयरवेज	Qatar Airways
सती प्रथा	Witwenverbrennung
इम्फाल	Imphal
पटियाला	Patiala
आनंद	Genuss
लालुपाते फूल	Weihnachtsstern (Pflanze)
हिमाली लेकचरी	Alpenbraunelle
महिला यौनाङ्ग कर्तन	Weibliche Genitalverstümmelung
जाँड	Ale (Bier)
तसलीमा नसरिन	Taslima Nasrin
दूबो	Hundszahngras
जल चुइयाँ	Bergpieper
नेपालको निशान छाप	Wappen Nepals
विश्वका आश्चर्यहरू	Weltwunder
सूत्र (हिन्दु धर्म)	Sutra
कोल्हापुर	Kolhapur
थियागो सिल्भा	Thiago Silva
फाय रेगन	Faye Reagan
ओस्लो विमानस्थल, गार्डेरमोअन	Flughafen Oslo-Gardermoen
विल्कि कलिन्स	Wilkie Collins
श्रीखण्ड	Sandelholzbaum
सोंस	Gangesdelfin
द लस्ट सिम्बोल	Das verlorene Symbol
व्यान हेल्सिंग	Van Helsing (Film)
श्येनपालन	Beizjagd
चेरापूँजी	Cherrapunji
देवता	Deva (Gott)
ब्रुक टायलर	Brook Taylor
लामपुच्छ्रे खेतामुसा	Waldmaus
एतिहाद एयरवेज	Etihad Airways
स्त्री स्खलन	Weibliche Ejakulation
कोलम्बिया राष्ट्रिय फुटबल टिम	Kolumbianische Fußballnationalmannschaft
वारंगल	Warangal
तबला	Tabla
भालु बिरालो	Binturong
टेबल हिमाल	Tafelberg (Südafrika)
फाबियो	Fábio Pereira da Silva
वातावरण पार्टी - हरियोहरू	Miljöpartiet de Gröna
हार्मोनियम	Harmonium
फ्लो रिडा	Flo Rida
पावल वाल्कर	Paul Walker
रोर्वट मेनजीज	Robert Menzies
स्लिपिङ्ग ब्याग	Schlafsack
फुस्रो फ्याउरो	Bengalfuchs
झेलम नदी	Jhelam (Fluss)
तापायनिक उत्सर्जन (Thermionic emission)	Edison-Richardson-Effekt
वैदिक सभ्यता	Bedeutung des Veda
भल्भ	Herzklappe
व्यक्ति	Person
ओपेरा सफ्टवेयर	Opera Software
प्रमात्रा व्यतिषङ्ग	Quantenverschränkung
त्रिपिटक	Pali-Kanon
योसेफ वेइडेमेयर	Joseph Weydemeyer
कावेरी नदी	Kaveri
नालंदा	Nalanda
सवारी चालक	Chauffeur
नेपाली काँग्रेस	Nepalesische Kongresspartei
हाडजोर्नी शल्यचिकित्सा	Orthopädie
जेन्स फिन्क-जेन्सन	Jens Fink-Jensen
लघु बगेडी	Zwergammer
सेन किंग्स्टन	Sean Kingston
समाजवादी-क्रान्तिकारी पार्टी	Sozialrevolutionäre
तिलहरी चरा	Ibisschnabel
मोरारजी देसाई	Morarji Desai
अक्टोबर २०१२	Oktober 2012
नोभेम्बर २०१२	November 2012
नेली	Nelly (Rapper)
निकोलस स्पार्कस्	Nicholas Sparks
दलित	Dalit
भिक्टोरिया क्रस	Victoria-Kreuz
एडम लेभिन	Adam Levine
जोर्ज क्यानिङ	George Canning
कुखौरी मलसाँप्रा	Buntmarder
बसन्त पञ्चमी	Vasant Panchami
गोमन	Echte Kobras
संयुक्त राष्ट्र सचिवालय	UN-Sekretariat
बन्दी प्रत्यक्षीकरण	Habeas Corpus
सल्ले च्याउ	Kaiserling
अनित्य	Anicca
ई.पू. ५२१	521 v. Chr.
ई.पू. ५३८	538 v. Chr.
नेत्र दोलन	Nystagmus
गिरिजा प्रसाद कोइराला	Girija Prasad Koirala
टी–पेन	T-Pain
ट्वेल्फ्थ नाइट	Was ihr wollt
सल्ले बगेडी	Fichtenammer
ध्रुवीय उपग्रह प्रक्षेपण यान	Polar Satellite Launch Vehicle
मूत्रमार्ग संक्रमण	Harnwegsinfekt
एक बच्चा नीति	Ein-Kind-Politik
खुत्रुके	Spardose
कन्याकुमारी	Kanyakumari
जेलेना जेनसन	Jelena Jensen
अभिनय	Schauspiel
प्याट्रिक मोदियानो	Patrick Modiano
मेना सुभारी	Mena Suvari
अहमदनगर	Ahmednagar
महिला अधिकार	Frauenrechte
सानो धनेश	Keilschwanztoko
अन्तरव्यक्ति सम्बन्ध	Zwischenmenschliche Beziehung
डि एम यक्स(गायक)	DMX (Rapper)
बहुदलीय प्रणाली	Mehrparteiensystem
ग्रीमुस्	Grimus
कारमेन लुभाना	Carmen Luvana
मेसेन्जर	Messenger
भारतीय	Indien (Begriffsklärung)
सुद्धोदन	Shuddhodana
ई.पू. ३५१	351 v. Chr.
ई.पू. ३५२	352 v. Chr.
ई.पू. ३५३	353 v. Chr.
सारी (स्पष्टता)	Sari
समानान्तर रेखा	Parallele
ई.पू. ३६८	368 v. Chr.
ई.पू. ३६९	369 v. Chr.
ई.पू. ३७१	371 v. Chr.
ई.पू. ३७२	372 v. Chr.
ई.पू. ३७३	373 v. Chr.
ई.पू. ३७४	374 v. Chr.
ई.पू. ३७५	375 v. Chr.
ई.पू. ३७७	377 v. Chr.
ई.पू. ३७८	378 v. Chr.
कर्कलो	Taro
जीवाहार महाचील	Schelladler
ई.पू. ३७९	379 v. Chr.
सिजरियन सेक्सन	Kaiserschnitt
ताला	Schloss (Technik)
ब्ल्याक ज्याक	Black Jack
ई.पू. ३८१	381 v. Chr.
ई.पू. ३८३	383 v. Chr.
मदुरै	Madurai
ई.पू. ३८६	386 v. Chr.
नाडि	Unterarm
ई.पू. ३८८	388 v. Chr.
पदार्थ विज्ञान	Materialwissenschaft und Werkstofftechnik
ई.पू. ३९१	391 v. Chr.
ई.पू. ३९२	392 v. Chr.
ई.पू. ३९३	393 v. Chr.
प्रवेशाज्ञा	Visa
भारतीय अन्तरिक्ष अनुसन्धान संगठन	Indian Space Research Organisation
ई.पू. ३९४	394 v. Chr.
ब्रिटेन	Britannia
कस्तुरी मृग	Moschustiere
कैलाश पर्वत	Kailash
ई.पू. ३९५	395 v. Chr.
ई.पू. ३९७	397 v. Chr.
सितार	Sitar
ई.पू. ३९८	398 v. Chr.
जरायो	Sambar
सानो बौंडाई	Rötelfalke
दिल्ली सल्तनत	Sultanat von Delhi
३ इडियट्स	3 Idiots
दि अमेजिङ्ग स्पाइडर-म्यान	The Amazing Spider-Man (2012)
लोक सभा	Lok Sabha
लेह	Leh
र्जोडना ब्रिस्टर	Jordana Brewster
अक्साई चिन	Aksai Chin
श्वेत भुइँचील	Steppenweihe
अन्ना हजारे	Anna Hazare
हत्केला	Palm
ओलेभ वेडेन पावेल	Olave Baden-Powell
जबरजस्ती गर्भपतन	Zwangsabtreibung
ई.पू. ४०१	401 v. Chr.
जबरजस्ती विवाह	Zwangsheirat
पतञ्जलि	Patanjali
ई.पू. ४०२	402 v. Chr.
भीमराव अम्बेडकर	Bhimrao Ramji Ambedkar
ई.पू. ४०३	403 v. Chr.
चितल	Axishirsch
ई.पू. ४०७	407 v. Chr.
ई.पू. ४०८	408 v. Chr.
ई.पू. ४०९	409 v. Chr.
ई.पू. ४१०	410 v. Chr.
माधुरी दीक्षित	Madhuri Dixit
ई.पू. ४११	411 v. Chr.
ई.पू. ४१२	412 v. Chr.
जामुन	Syzygium cumini
ई.पू. ४१४	414 v. Chr.
ई.पू. ४१५	415 v. Chr.
राजधनेश	Doppelhornvogel
ई.पू. ४१६	416 v. Chr.
ई.पू. ४१७	417 v. Chr.
घिरौंला	Luffa
ई.पू. ४१८	418 v. Chr.
ई.पू. ४१९	419 v. Chr.
आशा अकिरा	Asa Akira
रिबेका लिनरेस	Rebeca Linares
मोनिक अलेक्जेन्डर	Monique Alexander
टोरी लेन	Tory Lane
एबि वामब्याक	Abby Wambach
ट्रयासी लर्ड्स	Traci Lords
लक्सी बेल्ले	Lexi Belle
जेस्सिका ड्रेक	Jessica Drake
तारा व्हाइट	Tarra White
जुलिया एन	Julia Ann
निक्की बेन्ज	Nikki Benz
टिगन प्रेस्ली	Teagan Presley
रिटा फाल्टोयानो	Rita Faltoyano
ई.पू. ४२०	420 v. Chr.
काग्नी लिन कार्टर	Kagney Linn Karter
कार्मेला बिङ्ग	Carmella Bing
इभा एन्जेलिना	Eva Angelina
जाना कोभा	Jana Cova
ई.पू. ४२१	421 v. Chr.
अटल बिहारी वाजपेयी	Atal Bihari Vajpayee
ई.पू. ४२२	422 v. Chr.
ई.पू. ४२३	423 v. Chr.
ई.पू. ४२४	424 v. Chr.
एलेक्स मोर्गन	Alex Morgan
ई.पू. ४२५	425 v. Chr.
ई.पू. ४२६	426 v. Chr.
जिंजर लिन	Ginger Lynn
मोनिका स्विटहर्ट	Monica Sweetheart
ठिमाहा फ्यालफ्याले	Weißbart-Seeschwalbe
ऋतिक रोशन	Hrithik Roshan
मानसरोवर	Manasarovar
जामा मस्जिद	Jama Masjid (Delhi)
लामखुट्टे श्येनबाज	Adlerbussard
ई.पू. ४२८	428 v. Chr.
अक्षय कुमार	Akshay Kumar
पञ्चतन्त्र	Panchatantra
सओरि किमुरा	Saori Kimura
ई.पू. ४३१	431 v. Chr.
ई.पू. ४३२	432 v. Chr.
नर्मदा नदी	Narmada
कोहिमा	Kohima
ई.पू. ४३४	434 v. Chr.
रतुवा	Muntjaks
बेल	Bengalische Quitte
ई.पू. ४३५	435 v. Chr.
ई.पू. ४३६	436 v. Chr.
सैजन	Meerrettichbaum
ई.पू. ४३७	437 v. Chr.
ई.पू. ४३८	438 v. Chr.
भारत कम्युनिष्ट पार्टी (मार्क्सवादी)	Communist Party of India (Marxist)
ई.पू. ४३९	439 v. Chr.
ई.पू. ४४०	440 v. Chr.
जोलेन ब्लालक	Jolene Blalock
ई.पू. ४४१	441 v. Chr.
जुन्को ताबेई	Junko Tabei
ई.पू. ४४२	442 v. Chr.
ई.पू. ४४३	443 v. Chr.
ई.पू. ४४४	444 v. Chr.
ई.पू. ४४५	445 v. Chr.
सेरिल स्याण्डबर्ग	Sheryl Sandberg
ल्यानी बार्बी	Lanny Barby
ई.पू. ४४६	446 v. Chr.
मोरङ्गी चील	Habichtsadler (Art)
ई.पू. ४४७	447 v. Chr.
ई.पू. ४४८	448 v. Chr.
ई.पू. ४४९	449 v. Chr.
नमाज	Salāt
ई.पू. ४५१	451 v. Chr.
प्राविधिक विश्लेषण	Technische Analyse
ई.पू. ४५२	452 v. Chr.
ब्रि ओल्सन	Bree Olson
ई.पू. ४५३	453 v. Chr.
रावण	Ravana
देवदुत	Engel
ई.पू. ४५५	455 v. Chr.
ई.पू. ४५७	457 v. Chr.
ई.पू. ४५८	458 v. Chr.
खाद्यान्न	Feldfrucht
ई.पू. ४५९	459 v. Chr.
केडेन क्रस	Kayden Kross
ई.पू. ४६०	460 v. Chr.
ई.पू. ४६१	461 v. Chr.
ई.पू. ४६२	462 v. Chr.
ई.पू. ४६३	463 v. Chr.
ई.पू. ४६४	464 v. Chr.
ई.पू. ४६५	465 v. Chr.
ई.पू. ४६६	466 v. Chr.
ई.पू. ४६७	467 v. Chr.
जियान्ना मिचेल	Gianna Michaels
ई.पू. ४६८	468 v. Chr.
अथर्ववेद	Atharvaveda
ई.पू. ४७१	471 v. Chr.
पाण्डव	Pandava
ई.पू. ४७२	472 v. Chr.
सामवेद	Samaveda
कम्मर	Taille
फेब्रुअरी २०१०	Februar 2010
ई.पू. ४७३	473 v. Chr.
ई.पू. ४७४	474 v. Chr.
ई.पू. ४७६	476 v. Chr.
जेनवरी २०१०	Januar 2010
ई.पू. ४७७	477 v. Chr.
ई.पू. ४७८	478 v. Chr.
क्लारा मोर्गन	Clara Morgane
ई.पू. ४८१	481 v. Chr.
ई.पू. ४८२	482 v. Chr.
ई.पू. ४८३	483 v. Chr.
ई.पू. ४८४	484 v. Chr.
ई.पू. ४८५	485 v. Chr.
ई.पू. ४८६	486 v. Chr.
ई.पू. ४८७	487 v. Chr.
ई.पू. ४८८	488 v. Chr.
ई.पू. ४८९	489 v. Chr.
डेभोन (अश्लिल चलचित्र अभिनेत्री)	Devon (Pornodarstellerin)
जून २०१०	Juni 2010
ई.पू. ४९१	491 v. Chr.
प्रौद्योगीय एकवचनत्व	Technologische Singularität
नृसिँह अवतार	Narasimha
एज यू लाइक इट	Wie es euch gefällt
ई.पू. ४९२	492 v. Chr.
मायरा वाल्श	Maiara Walsh
ई.पू. ४९३	493 v. Chr.
झिली	Zwergsumpfhuhn
ई.पू. ४९४	494 v. Chr.
ई.पू. ४९५	495 v. Chr.
शोलापुर	Solapur
ई.पू. ४९६	496 v. Chr.
कल्पना चावला	Kalpana Chawla
ई.पू. ४९७	497 v. Chr.
ई.पू. ४९८	498 v. Chr.
ई.पू. ४९९	499 v. Chr.
नाभिकीय प्रतिक्रिया	Kernreaktion
गुलमोहर	Flammenbaum
अम्बर लिन	Amber Lynn
