Afríka	Afrika
Pointe-à-Pitre	Pointe-à-Pitre
Þingeyjarsveit	Þingeyjarsveit
Orrustan við Filippí	Schlacht bei Philippi
Joe Sacco	Joe Sacco (Comiczeichner)
Þistilfjörður	Þistilfjörður
Sultan Kösen	Sultan Kösen
Þingvallavatn	Þingvallavatn
Þjórsárdalur	Þjórsárdalur
Jack Dorsey	Jack Dorsey
Antífon	Antiphon von Rhamnus
Jón Jósep Snæbjörnsson	Jón Jósep Snæbjörnsson
Þorlákur Runólfsson	Þorlákur Runólfsson
Þorlákshöfn	Þorlákshöfn
Jeffrey Donovan	Jeffrey Donovan
Þorlákur helgi Þórhallsson	Þorlákur Þórhallsson
Þormóður Torfason	Þormóður Torfason
Þorskafjörður	Þorskafjörður
Þorramatur	Þorramatur
Þorsteinn Jónsson	Þorsteinn Jónsson
Þorsteinn Jónsson (leikstjóri)	Þorsteinn Jónsson (Regisseur)
Þorsteinn Erlingsson	Þorsteinn Erlingsson
Þríhnúkagígur	Þríhnúkagígur
Þorsteinn Pálsson	Þorsteinn Pálsson
Abubaker Kaki Khamis	Abubaker Kaki
Þrándarjökull	Þrándarjökull
Þuríður Backman	Þuríður Backman
Þursaflokkurinn	Þursaflokkurinn
Knattspyrnufélagið Þróttur	Þróttur Reykjavík
Þykkvabæjarklaustur	Þykkvabæjarklaustur
Þór Saari	Þór Saari
Þór Whitehead	Þór Whitehead
Þóra Björg Helgadóttir	Þóra Björg Helgadóttir
Slow Food	Slow Food
Þórarinn Eldjárn	Þórarinn Eldjárn
Þórir Ólafsson	Þórir Ólafsson
Þórisjökull	Þórisjökull
Þórunn Sveinbjarnardóttir	Þórunn Sveinbjarnardóttir
Þórður Þorláksson	Þórður Þorláksson
Þórisvatn	Þórisvatn
Þórólfur Mostrarskegg	Þórólfur Mostraskegg
Eric Kripke	Eric Kripke
Búri	Buri (Mythologie)
E3	Electronic Entertainment Expo
EVE Online	EVE Online
The Observer	The Observer
Orþros	Orthos
Hammer DeRoburt	Hammer DeRoburt
Luis Alberto Lacalle	Luis Alberto Lacalle Herrera
Giovanni Goria	Giovanni Goria
Ofskynjunarsveppir	Psilocybinhaltige Pilze
Jacobson-líffærið	Jacobson-Organ
Mímir	Mimir
D.B.C. Pierre	DBC Pierre
Thomas Simpson	Thomas Simpson (Mathematiker)
Mary Warnock	Mary Warnock, Baroness Warnock
Hey	Heu
Jórvíkurhertogi	Herzog von York
Nivea	Nivea
Krosskönguló	Gartenkreuzspinne
Steam (hugbúnaður)	Steam
Rauðeygði trjáfroskurinn	Rotaugenlaubfrosch
Gavin DeGraw	Gavin DeGraw
Blýsýrurafgeymir	Bleiakkumulator
Nowe Warpno	Nowe Warpno
Grýtubakkahreppur	Grýtubakki
Núllfylki	Nullmatrix
Klettadoppa	Kleine Strandschnecke
Evruseðill	Eurobanknoten
Garðar Thór Cortes	Garðar Thór Cortes
Rodney King	Rodney King
Súðbyrðingur	Beplankung
Accademia della Crusca	Accademia della Crusca
Eimsnælda	Heronsball
Ragnar Arnalds	Ragnar Arnalds
Chazz Palminteri	Chazz Palminteri
Vínýlklóríð	Vinylchlorid
Lögmál Gauss	Gaußscher Integralsatz
Abela	Abela
Rotnun	Verwesung
Pund (gjaldmiðill)	Pfund (Währung)
Lína Langsokkur í Suðurhöfum	Pippi in Taka-Tuka-Land
Danalög	Danelag
Líffræði mannsins	Humanbiologie
Jákvæð neitunarregla	Modus ponendo tollens
Hippi	Hippie
Vaggeryd	Vaggeryd
Robert Audi	Robert Audi
Afturstag	Achterstag
Gjörhygli	Achtsamkeit
Von	Von
Finnur Jónsson	Finnur Jónsson
Dekk	Deck
Þistill	Acker-Kratzdistel
Akurblessun	Ackersegen
Fairfax County, Virginia	Fairfax County
Príor	Prior (Begriffsklärung)
Acorn Computers	Acorn
Hektor (aðgreining)	Hektor (Begriffsklärung)
Michael Dummett	Michael Dummett
Iker Romero	Iker Romero
Jeffrey Dean Morgan	Jeffrey Dean Morgan
John Evelyn	John Evelyn
Hákon Sverrisson	Håkon III. (Norwegen)
Magnús Haraldsson (konungur)	Magnus II. (Norwegen)
Magnús blindi	Magnus IV. (Norwegen)
Actavis	Actavis
Actinomycetales	Actinomycetales
Patrick Warburton	Patrick Warburton
John Hinckley yngri	John Hinckley, Jr.
Díonýsíos Þrax	Dionysios Thrax
ASP	Active Server Pages
İstiklâl Marşı	İstiklâl Marşı
Rob Morrow	Rob Morrow
Yfirráðasvæði	Territorium (Begriffsklärung)
Safi	Safi (Begriffsklärung)
Pleasantville	Pleasantville
Fuglarnir	Die Vögel
Puyehue	Puyehue
West End	West End
Félagsvera	Sozial
SAG	SAG
Bernard Williams	Bernard Williams
Áhöfn	Schiffsbesatzung
Freyr	Frey
Ada	Ada (Vorname)
Elis	Elis (Begriffsklärung)
Trabant	Trabant
GSK	GSK
Lóa	Loa
Sæby	Sæby (Frederikshavn Kommune)
Adam	Adam (Name)
Aðalbert	Adalbert
Gústaf Adólf erfðaprins	Gustav Adolf von Schweden
Jersey (aðgreining)	Jersey (Begriffsklärung)
Claude Perrault	Claude Perrault
Múskat	Muscat
Litla hryllingsbúðin	Der kleine Horrorladen
Najdorf	Najdorf
Meðhöndlun	Treatment
Magnús sterki	Magnus (Schweden)
Helena	Helena
Hópfjármögnun	Crowdfunding
Orrustan við Marne	Schlacht an der Marne
OCD	OCD
Rán	Ran
Togveiðar	Schleppnetzfischerei
Adam Ant	Adam Ant
Gary Neville	Gary Neville
Íste	Eistee
Adam Curtis	Adam Curtis
Yōzei annar	Go-Yōzei
Adam Garcia	Adam Garcia
Immanuel Velikovsky	Immanuel Velikovsky
Eldfjöll Íslands	Vulkane in Island
Georg Henrik von Wright	Georg Henrik von Wright
Kristófer 2.	Christoph II. (Dänemark)
Frederick Cook	Frederick Cook
Alan Dale	Alan Dale
Olof Rudbeck	Olof Rudbeck der Ältere
Eiríkur hinn smámælti og halti	Erik XI. (Schweden)
Dennis Haysbert	Dennis Haysbert
Magnús Erlingsson (konungur)	Magnus V. (Norwegen)
Magnús hlöðulás	Magnus I. (Schweden)
Eiríkur plógpeningur	Erik IV. (Dänemark)
Scott Soames	Scott Soames
Francis Herbert Bradley	Francis Herbert Bradley
Thomas Nagel	Thomas Nagel (Philosoph)
Ívar beinlausi	Ivar Ragnarsson
Eiríkur Magnússon Svíakonungur	Erik XII. (Schweden)
Ólafur Magnússon (konungur)	Olaf Magnusson
Tom De Mul	Tom De Mul
Jérôme Fernandez	Jérôme Fernandez
Sigurður munnur	Sigurd II. (Norwegen)
Eddie Cahill	Eddie Cahill
Kratínos	Kratinos
Filipe Luís	Filipe Luís
Vopnuð átök	Bewaffneter Konflikt
Adam Rodríguez	Adam Rodriguez
Sjómennska	Seemannschaft
Simplikkíos	Simplikios
Snefilefni	Spurenelement
Example	Example
Bradley Whitford	Bradley Whitford
Agnes	Agnes (Begriffsklärung)
Íslandsklukkan	Die Islandglocke
Melges 24	Melges 24
Mike Gravel	Mike Gravel
Gioachino Greco	Gioachino Greco
John Spencer	John Spencer (Schauspieler)
RDS	RDS
Grein	Grein (Begriffsklärung)
Riverton	Riverton
Hella	Hella
Lorentz	Lorentz
Urbana	Urbana
Jóhann Hollandsprins	Friso von Oranien-Nassau
Gunnbjörn Úlfsson	Gunnbjörn Úlfsson
Adeimantos	Adeimantos (Platon)
Nótt	Nott (Begriffsklärung)
Tom Arnold	Tom Arnold
Adela af Flæmingjalandi	Adela von Flandern
Antoine Arnauld	Antoine Arnauld
Bakteríuþyrping	Kolonie (Biologie)
Bouasone Bouphavanh	Bouasone Bouphavanh
Gary Dourdan	Gary Dourdan
Jamie Kennedy	Jamie Kennedy
Fjalla-Eyvindur	Fjalla-Eyvindur
Roméo Dallaire	Roméo Dallaire
Bernardo Pasquini	Bernardo Pasquini
Ari fróði Þorgilsson	Ari Þorgilsson
Eddie Cibrian	Eddie Cibrian
Díll	Pixel
Alvin Plantinga	Alvin Plantinga
Nic Broca	Nicolas Broca
Richard Schiff	Richard Schiff
Gabriel Metsu	Gabriel Metsu
Johan Friberg Da Cruz	Johan Friberg Da Cruz
Frank H. Knight	Frank Knight
Bjarni Herjólfsson	Bjarni Herjúlfsson
Carmine Giovinazzo	Carmine Giovinazzo
Bruno Latour	Bruno Latour
Edgar Savisaar	Edgar Savisaar
Henry George	Henry George (Ökonom)
Carlo Ginzburg	Carlo Ginzburg
Konstantínus Hollandsprins	Constantijn von Oranien-Nassau
Safi Persakonungur	Safi I.
NASA (aðgreining)	NASA (Begriffsklärung)
Mitch McConnell	Mitch McConnell
David Krumholtz	David Krumholtz
Ben E. King	Ben E. King
Steinunn Sigurðardóttir (rithöfundur)	Steinunn Sigurðardóttir
Nýlistasafnið	Living Art Museum
Loren Bouchard	Loren Bouchard
Phil LaMarr	Phil LaMarr
Koji Kondo	Kōji Kondō
Frank Klepacki	Frank Klepacki
Valdimar Birgisson	Waldemar (Schweden)
Drew Carey	Drew Carey
Sörkvir eldri	Sverker I. (Schweden)
Hvalbakur	Back
Frank Ocean	Frank Ocean
Flatur skattur	Proportionaler Tarif
Thor Vilhjálmsson	Thor Vilhjálmsson
Giraldus Cambrensis	Giraldus Cambrensis
Umframbyrði	Ökonomische Wohlfahrt
Steingrímur Hermannsson	Steingrímur Hermannsson
Jaleel White	Jaleel White
Paul Bowles	Paul Bowles
Vilhelm Marstrand	Vilhelm Marstrand
Rúm	Rum (Begriffsklärung)
Eiríkur klipping	Erik V. (Dänemark)
Piet Hein	Piet Hein (Wissenschaftler)
Knútur 6.	Knut VI.
Eiríkur menved	Erik VI. (Dänemark)
Pierre Mignard	Pierre Mignard
Mohammed Saeed al-Sahaf	Muhammad as-Sahhaf
Oddi	Oddi
Reykholt	Reykholt
Bil	BIL
SVR	SVR
Bjarni Benediktsson	Bjarni Benediktsson
Gil Eanes	Gil Eanes
Adolf	Adolf
Breckin Meyer	Breckin Meyer
Aspar	Aspar
Sigurjón Birgir Sigurðsson	Sjón
Boris Nemtsov	Boris Jefimowitsch Nemzow
Mótsögn	Kontradiktion
LÍF	LIF
Michel Serres	Michel Serres
Níels Danakonungur	Niels (Dänemark)
Lee Hazlewood	Lee Hazlewood
Scott Foley	Scott Foley
Guðmundur Daníelsson	Guðmundur Daníelsson
Alexander McCall Smith	Alexander McCall Smith
Judd Hirsch	Judd Hirsch
George Eads	George Eads
Ingi Bárðarson	Inge II. (Norwegen)
Juuso Pykälistö	Juuso Pykälistö
Bret Michaels	Bret Michaels
Thomas Aikenhead	Thomas Aikenhead
Ron Gilbert	Ron Gilbert
Umberto Tozzi	Umberto Tozzi
Eiríkur lamb	Erik III. (Dänemark)
Peder Severin Krøyer	Peder Severin Krøyer
Sörkvir yngri Karlsson	Sverker II. (Schweden)
Mikkel Hansen	Mikkel Hansen
Eiríkur eymuni	Erik II. (Dänemark)
Sam Simon	Sam Simon
Ísajos	Isaios
Eiríkur Knútsson	Erik X. (Schweden)
Fílon frá Larissu	Philon von Larisa
Agrippa (heimspekingur)	Agrippa (Philosoph)
Eiríkur Hauksson	Eiríkur Hauksson
Pokabuxur	Knickerbocker
Bruce Jenner	Bruce Jenner
Ibrahim Baré Maïnassara	Ibrahim Baré Maïnassara
Pedro de Betancur	Peter von Betancurt
MSN (aðgreining)	MSN (Begriffsklärung)
Warhammer	Warhammer
Monteverdi	Monteverdi
Ólafur Elíasson	Ólafur Elíasson
Jón Ólafsson	Jón Ólafsson
Hallgrímur Helgason	Hallgrímur Helgason
Anaxarkos	Anaxarch
Rupert Brooke	Rupert Brooke
David Chalmers	David Chalmers
The Big Bopper	The Big Bopper
Gunpei Yokoi	Gunpei Yokoi
Trygve Gulbranssen	Trygve Emanuel Gulbranssen
Adrarhásléttan	Adrar-Plateau
Jean-Pierre Blanchard	Jean-Pierre Blanchard
Jan Hammer	Jan Hammer
Juan Atkins	Juan Atkins
Lamb	Lamb
Esaias Tegnér	Esaias Tegnér
Forvitni	Neugier
Siðblinda	Psychopathie
Sean Murray	Sean Murray
Jason Voorhees	Jason Voorhees
Stapi	Tafelvulkan
Andy Dick	Andy Dick
Saltkjöt og baunir	Erbsensuppe
Hippónax	Hipponax
Igor Vori	Igor Vori
Húsmargfætla	Spinnenläufer
Stöð 2	Stöð 2
Sigurður Breiðfjörð	Sigurður Breiðfjörð
Bókrolluskreyti	Kartusche (Kunst)
App Store	App Store (iOS)
Ermalín	Manschette (Oberbekleidung)
Säffle	Säffle
Lögbundnir frídagar á Íslandi	Feiertage in Island
Engrish	Engrish
Dexippos (heimspekingur)	Dexippos (Philosoph)
Prince of Wales-höfði	Kap Prince of Wales
1. deild karla í knattspyrnu 1960	Isländische Fußballmeisterschaft 1960
Hvalsauki	Walrat
Göngugata	Fußgängerzone
Húsönd	Spatelente
Svedala	Svedala
Genfarsamþykkt um höfundarétt	Welturheberrechtsabkommen
Um eðli guðanna	De natura deorum
Hákarl	Grönlandhai
Ágúst (mannsnafn)	August (Name)
Orrustan við Stångebro	Schlacht von Stångebro
Vágaflugvöllur	Flughafen Vágar
Gautaborgarháskóli	Universität Göteborg
Angurboða	Angrboda
Tímajos (Platon)	Timaios
Kennifall (mengjafræði)	Charakteristische Funktion (Mathematik)
Kulborði og hléborði	Luv und Lee
Tommy	Tommy (Album)
Adrían	Adrian
Glenn Close	Glenn Close
Háskólinn í Basel	Universität Basel
Víðar (norræn goðafræði)	Vidar
Arðgreiðsla	Annuitätenmethode
Grettistak jökla	Findling
Fagurtúkani	Bunttukan
Kanslari	Kanzler
Gillette Stadium	Gillette Stadium
Martröð á Álmstræti 3: Draumastríðsmenn	Nightmare III – Freddy Krueger lebt
Munnbyssa	Blasrohr
Sólanín	Solanin
Funai	Funai Electric
Albufeira	Albufeira
Brian Dietzen	Brian Dietzen
Carl Christian Rafn	Carl Christian Rafn
David Hyde Pierce	David Hyde Pierce
Patton Oswalt	Patton Oswalt
Undirstaðan	Atlas wirft die Welt ab
Sagan af Pí	Schiffbruch mit Tiger
Reykjanesskagi	Reykjanesskagi
Jeddah	Dschidda
Tumi Tígur	Tiggers großes Abenteuer
Listi yfir skákbyrjanir	ECO-Code
Hnakki (líffræði)	Nacken
Faggilding	Zertifizierung
Kvikmyndaver	Filmstudio
Loðdýrarækt	Pelztierfarm
Samskipadeild karla í knattspyrnu 1992	Samskipadeild 1992
Birkbeck, University of London	Birkbeck, University of London
Ítalskt táknmál	Italienische Gebärdensprache
Hippolýtos (Evripídes)	Der bekränzte Hippolytos
WebGL	WebGL
Yell	Yell (Insel)
Stefnumótun	Strategisches Management
Chittagong	Chittagong
Ketilbjalla	Kugelhantel
Jörðin (sjónvarpsþáttaröð)	Planet Erde
Lukkstaður	Glückstadt
Klæðskiptablæti	Transvestitischer Fetischismus
Chris Elliott	Chris Elliott
Benny Hinn	Benny Hinn
1. deild karla í knattspyrnu 1957	Isländische Fußballmeisterschaft 1957
Síð-harðkjarni	Post-Hardcore
Breiðablik UBK	Breiðablik Kópavogur
Kína (aðgreining)	Kina (Begriffsklärung)
Alessandro de' Medici	Alessandro de’ Medici
Tryggvi Þór Herbertsson	Tryggvi Þór Herbertsson
Tvíburaturnarnir	Twin Towers
Xiahou Dun	Xiahou Dun
Dúkönd	Riesentafelente
Sýru-basa hvarf	Säure-Base-Konzepte
Salome	Salome (Vorname)
David Desrosiers	David Desrosiers
Þrakíuhaf	Thrakisches Meer
Samsvörunarkenning um sannleikann	Korrespondenztheorie
Carmageddon	Carmageddon
1. deild karla í knattspyrnu 1986	Isländische Fußballmeisterschaft 1986
Shavo Odadjian	Shavo Odadjian
Milk and Honey	Milk and Honey (Album)
Laktasi	Lactase
Geddufiskar	Hechtartige
Baun	Bohne
Hver skellti skuldinni á Kalla kanínu	Falsches Spiel mit Roger Rabbit
Pottaska	Kaliumcarbonat
Colossal Cave Adventure	Adventure (1976)
Valerius Maximus	Valerius Maximus
Atviksliður	Adverbiale Bestimmung
Atviksorð	Adverb
Þarmagerlar	Enterobakterien
Fræhirsla	Samenanlage
Orkusparnaður	Energieeinsparung
Tvíundatré	Binärbaum
Fædon frá Elís	Phaidon von Elis
DNA-raðgreining	DNA-Sequenzierung
Ægir (skip)	Aegir (Schiff, 1967)
Hitadeigt plast	Thermoplast
The Kids Are All Right	The Kids Are All Right
Aemilius	Aemilier
Steve Schirripa	Steve Schirripa
Matthías Jochumsson	Matthías Jochumsson
Sidney Nolan	Sidney Nolan
Jake Abel	Jake Abel
John Wilkins	John Wilkins
Samoki	Konjugation (Mathematik)
Sveinn Eiríksson Grathe	Sven III. (Dänemark)
Michael Sandel	Michael Sandel
G. W. Bailey	G. W. Bailey
Stilpon	Stilpon
Semonídes	Semonides
Robert Hanssen	Robert Hanssen
Marcus Hellner	Marcus Hellner
Jóhannes Gunnarsson	Jóhannes Gunnarsson
Alex Carter	Alex Carter
Jim Dauterive	Jim Dauterive
Knútur Danaprins	Knut von Dänemark
Hailemariam Desalegn	Hailemariam Desalegn
Samuel Clarke	Samuel Clarke
Hermann Hreiðarsson	Hermann Hreiðarsson
Hinrik Frehen	Hendrik Hubert Frehen
Gottfried Helnwein	Gottfried Helnwein
Knútur Magnússon	Knut V. (Dänemark)
Valdimar 3.	Waldemar III. (Dänemark)
Gunnar Gunnarsson	Gunnar Gunnarsson
Sáld (áhald)	Sieb
Ted Danson	Ted Danson
Flatlús	Filzlaus
Christen Købke	Christen Købke
Vikas Swarup	Vikas Swarup
Open Season 3	Jagdfieber 3
Lýðfræðilega umbreytingin	Demografischer Übergang
Grafhýsi	Grabmal
Alþjóðasiglingasambandið	International Sailing Federation
Star	Star (Bootsklasse)
Stagsegl	Stagsegel
Claudio Villa (söngvari)	Claudio Villa
Jón Arason	Jón Arason
Stjórnskipan Aþenu	Athenaion politeia
Christian Freeling	Christian Freeling
Nýja Holland	Nieuw Nederland
DVB-T	DVB-T
Fionn Mac Cumhaill	Fionn mac Cumhaill
Oasis	Oasis
Gráða	Grad
Oddur Einarsson	Oddur Einarsson
Stig (netafræði)	Grad (Graphentheorie)
Basshunter	Basshunter
Pakse	Pakse
Jean Eyeghe Ndong	Jean Eyeghe Ndong
Ekerö	Ekerö
OMX Copenhagen 20	OMX Copenhagen 20
David Lewis	David Kellogg Lewis
Amiga 500	Amiga 500
1. deild karla í knattspyrnu 1980	Isländische Fußballmeisterschaft 1980
Sunset Strippers	Sunset Strippers
Hof Aþenu Nike	Tempel der Athena Nike
Skelfiskeitrun	Muschelvergiftung
Skylduskil	Pflichtexemplar
Gamli kastalinn í Stuttgart	Altes Schloss (Stuttgart)
McG	McG
Claudius (ætt)	Claudier
Mannvirkjagerð	Bauausführung
Dominique Strauss-Kahn	Dominique Strauss-Kahn
Vetrarbrautarhnit	Galaktisches Koordinatensystem
Afrikaner Weerstandsbeweging	Afrikaner Weerstandsbeweging
Áttund	Oktave
Posi	Kassenarbeitsplatz
Lakýdes	Lakydes
Rotþró	Klärgrube
Íslenska sauðkindin	Islandschaf
Karfaætt	Skorpionfische
Evrópumeistaramót karla í handknattleik 2004	Handball-Europameisterschaft 2004
Trommuleikari	Schlagzeuger
Jarðvegsgerð	Bodenklassifikation
Alberto Jori	Alberto Jori
Eðjustökkull	Afrikanischer Schlammspringer
Świeradów-zdrój	Świeradów-Zdrój
Fengitími	Sexualzyklus
Fló	Flöhe
Eldgjá	Eldgjá
Apavatn	Apavatn
Lanín	Lanín
1. deild karla í knattspyrnu 1982	Isländische Fußballmeisterschaft 1982
Laumontít	Laumontit
Irene	Irene
What's Your Number?	Der perfekte Ex
Persaveldi	Achämenidenreich
Pappi	Karton (Werkstoff)
Hvíldarspenna	Membranpotential
William Eggleston	William Eggleston
Beverly Hills Chihuahua	Beverly Hills Chihuahua
Vasahnífur	Taschenmesser
Nikita	Nikita (Fernsehserie, 2010)
Kempur	Champignons
Fjölsnertiskjár	Multi-Touch-Screen
Pepsideild karla í knattspyrnu 2013	Pepsideild 2013
Ungmennafélagið Víkingur	UMF Víkingur
Bernoulli-dreifing	Bernoulli-Verteilung
Hrímtittlingur	Polar-Birkenzeisig
Grójec	Grójec
Andókídes	Andokides (Redner)
Stöng (bær)	Stöng
Húsið á Kristjánshöfn	Oh, diese Mieter
Húkkorta	Huker
Scream 3	Scream 3
GAIS	GAIS Göteborg
Gilsfjörður	Gilsfjörður
Škoda 105/120/125	Škoda 742
Matthildur af Flæmingjalandi	Mathilde von Flandern
MGMT	MGMT
Škoda Felicia	Škoda Felicia
IONIS Education Group	IONIS Education Group
Svenska hockeyligan	Svenska Hockeyligan
Þrotríki	Gescheiterter Staat
Gullplánetan	Der Schatzplanet
Aggersborg	Aggersborg
TI-84 Plus serían	TI-84 Plus
Żyrardów	Żyrardów
Kort	Kort
Žemaičių Kalvarija	Žemaičių Kalvarija
Erfðabreytt matvæli	Gentechnisch verändertes Lebensmittel
Agnes (nafn)	Agnes
Agnes M. Sigurðardóttir	Agnes M. Sigurðardóttir
Agnieszka Włodarczyk	Agnieszka Włodarczyk
Michael J. Fox	Michael J. Fox
Hjálp:Að vakta síður	Hilfe:Beobachtungsliste
Dúsok	Disuk
Hjálp:Að færa síðu	Hilfe:Seite verschieben
Princeps	Princeps
Síðrómantíska tímabilið	Neuromantik
Friðþjófs saga hins frœkna	Frithjofssage
WML	WML
Ophiocordyceps sinensis	Chinesischer Raupenpilz
Peseti	Peseta (Begriffsklärung)
Agúlhasstraumurinn	Agulhasstrom
Amt	Amt (Verwaltungsgliederung)
Ritmál	Standardsprache
Rita	Rita
Norwegian Wood (aðgreining)	Norwegian Wood
Stíll	Still
Laki	Laki
Karen Knútsdóttir	Karen Knútsdóttir
Ahmad al-Mansur	Ahmad al-Mansur
Ahmed Best	Ahmed Best
Kan	Khan (Begriffsklärung)
Letters to Juliet	Briefe an Julia
Hoisinsósa	Hoisin-Sauce
Orrustan við Lepanto	Lepanto (Begriffsklärung)
Guernsey (aðgreining)	Guernsey (Begriffsklärung)
Nylon	Nylon
Aiguille du Midi	Aiguille du Midi
Pekingönd	Pekingente (Gericht)
Verslunarleið	Handelsstraße
Marstrand	Marstrand
Heimastjórnarsvæði Palestínumanna	Palästinensische Autonomiegebiete
Englaryk	Phencyclidin
Ediksýruanhýdríð	Essigsäureanhydrid
Sameindaklónun	Klonierung
Kítósan	Chitosan
Fritz	Fritz (Begriffsklärung)
Loftljómi	Nachthimmellicht
ÍSL	ISL
Naltrexón	Naltrexon
Bónus	Bonus
FÉL	FEL
Blað	Paper
VMA	VMA
Flatey	Flatey
Hvítá (Árnessýslu)	Hvítá (Ölfusá)
Carbapenem	Carbapeneme
Permetrín	Permethrin
Sukhothai	Sukhothai
Ajax (Sófókles)	Ajax (Sophokles)
Bassi	Bassi
Grund	Grund
Þjöppun mynda	Bildkompression
Keynote (forrit)	Keynote (Software)
Fell	Fell (Begriffsklärung)
Akademískt frelsi	Akademische Freiheit
Eríonít	Erionit
Asperger	Asperger
Flakkari (förumaður)	Fahrendes Volk
Baldur (aðgreining)	Balder (Begriffsklärung)
FOR	FOR
Lappi	Lappi
Varmahlíð	Varmahlíð (Skagafjörður)
Blóðvatnslækning	Immunserum
Mör	Rindernierenfett
Ammóníumsýaníð	Ammoniumcyanid
Akrahreppur	Akrahreppur
Bleikja	Seesaibling
Ammoníumbíkarbónat	Ammoniumhydrogencarbonat
Lína	Lina (Begriffsklärung)
Bréfabindi	Aktenordner
Pappírstætari	Aktenvernichter
Gerendanetskenningin	Akteur-Netzwerk-Theorie
Díkarboxýlsýra	Dicarbonsäuren
Aramíð	Aramide
Mordenít	Mordenit
Okenít	Okenit
E-161b	Lutein
Gúargúmmí	Guaran
Kristobalít	Cristobalit
Klórdíoxíð	Chlordioxid
Phillipsít	Phillipsit
Dímetýlkvikasilfur	Dimethylquecksilber
Algín	Alginsäure
Rosasít	Rosasit
Skólesít	Skolezit
Þýróxín	Schilddrüsenhormone
Rítalín	Methylphenidat
Mesólít	Mesolith
Ilvaít	Ilvait
Prehnít	Prehnit
Smektít	Montmorillonit
Metýlenblátt	Methylenblau
Mebendasól	Mebendazol
Gyðja	Göttin (Begriffsklärung)
Doré	Doré
Bera	Bera
Kynhormón	Sexualhormone
Kjarnræði	Elitarismus
Hedenbergít	Hedenbergit
Guðmundur Guðmundsson	Guðmundur Guðmundsson
Einkaskóli	Privatschule
Gangsetningarbúnaður	Aktor
Ulrik Christian Gyldenløve	Ulrik Christian Gyldenløve
Akurey	Akurey
Akurey (Kollafirði)	Akurey (Kollafjörður)
ADEM	Akute disseminierte Enzephalomyelitis
Soay	Soay
Al anon	Al-Anon
OLM	Olm
Hilmar Örn Hilmarsson	Hilmar Örn Hilmarsson
Annatto	Annatto
Sniðill	Sekante
Mars	Mars
1. deild karla í knattspyrnu 1974	Isländische Fußballmeisterschaft 1974
Along Came Polly	… und dann kam Polly
Scoresbysund (fjörður)	Kangertittivaq
Skipsskrokkur	Schiffsrumpf
Peder Hansen Resen	Peder Hansen Resen
Bjarnaber	Darwins Berberitze
Guðbrandur Vigfússon	Guðbrandur Vigfússon
Valborg	Valborg
Sýanóakrýlat	Cyanacrylate
Klórít	Chloritgruppe
Borgarfjörður eystri	Borgarfjörður (ostisländischer Fjord)
Atýráfylki	Atyrau (Gebiet)
Dómkirkjan í Konstanz	Konstanzer Münster
Hraunfossar	Hraunfossar
Robert Plant	Robert Plant
Skák Ólympíad	Schacholympiade
Julie McNiven	Julie McNiven
Hopes and Fears	Hopes and Fears
HD 85512 b	Gliese 370 b
Pétur Gunnarsson	Pétur Gunnarsson
Rafmagns- og tölvuverkfræði	Technische Informatik
Helleníski tíminn	Hellenismus
Vesturstrandar hipp hopp	Westcoast-Hip-Hop
Autostrada del Sole	Autostrada A1 (Italien)
Hjo	Hjo
Thomsonít	Thomsonit
BBC BASIC	BBC BASIC
Reykkvars	Rauchquarz
Lára	Laura
Excite Truck	Excite Truck
Ungverjaland í Söngvakeppni evrópskra sjónvarpsstöðva	Ungarn beim Eurovision Song Contest
Oxford Classical Dictionary	The Oxford Classical Dictionary
Kolbeinsey	Kolbeinsey
Nasaret	Nazareth
Fermiorkustig	Fermienergie
Staðfestingartilhneiging	Bestätigungsfehler
Klæðskiptingur	Cross-Dressing
Tanganjika	Tanganjika
Breiðdalshreppur	Breiðdalur
Ash Springs (Nevada)	Ash Springs
AFC Suður	AFC South
TD Garden	TD Garden
Trident	Trident (Software)
Wyśmierzyce	Wyśmierzyce
Narsaq	Narsaq
Vaxtamunarviðskipti	Currency Carry Trade
In Through the Out Door	In Through the Out Door
.eh	.eh
.sj	.sj
.yu	.yu
.bv	.bv
.gb	.gb
.tp	.tp
.um	.um
Karíton	Chariton von Aphrodisias
Mike Judge	Mike Judge
.zr	.zr
Listi yfir lög sem Clear Channel mat óviðeigandi eftir hryðjuverkaárásirnar 11. september 2001	2001 Clear Channel Memorandum
Knútur lávarður	Knud Lavard
Neil Flynn	Neil Flynn
Sean Kinney	Sean Kinney
Krantor	Krantor von Soloi
Nicholas Brendon	Nicholas Brendon
Birgir Magnússon	Birger (Schweden)
Arnaldo Forlani	Arnaldo Forlani
20th Century Fox	20th Century Fox
Karl-Theodor-brúin	Alte Brücke (Heidelberg)
.dd	.dd
Jérôme Lejeune	Jérôme Lejeune
Marcus Licinius Crassus (aðgreiningarsíða)	Marcus Licinius Crassus (Begriffsklärung)
Benjamin S. Bloom	Benjamin Bloom
Konungar í Dyflinni	Königreich Dublin
Slot	Slot
Robert Scott	Robert Scott
Scottie Thompson	Scottie Thompson
Guðný Halldórsdóttir	Guðný Halldórsdóttir
Siv Friðleifsdóttir	Siv Friðleifsdóttir
Ruth Barcan Marcus	Ruth Barcan Marcus
Sabrina Lloyd	Sabrina Lloyd
Hólmfríður Magnúsdóttir	Hólmfríður Magnúsdóttir
